Species.scientific.name,Species.common.name,SeaWEED.ID,Source,Strain,Product,Production_system,Note_on_system,Description,Country,Specific_location,Year,Sample_size,Environment,Intensity,Yield_per_HA,Grow_out_period_days,Mortality_rate,FCR,Feed_type,Feed_soy_percent,Feed_othercrops_percent,Feed_FMFO_percent,Feed_animal_percent,Feed_method,Electricity_kwh,Diesel_L,Petrol_L,NaturalGas_L,Energy_demand,Energy_units,Person_entering,Date_entered,Notes,Production.volume.2018,USD.per.tonne,Taxonomy,Diet,ISSCAAP_Group,EcologyRefNo,HabitatsRef,DietTroph,DietSeTroph,DietTLu,DietseTLu,FoodTroph,FoodSeTroph,Species..Family.,ASFIS,Species..Main.grouping.,Species..Order.,Environment..Environment.,HighLevelISSCAAP
Salmo salar,Atlantic salmon,72,Boissy-2011-a,,1 tonne live weight,Marine cages,Commercial,Atlantic salmon grown in marine cages with standard feed.,United Kingdom,Scotland,2007-2009,1 farm,,,,,,1.1,Compound,18.0,26,55,0,,861.0,372.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,72,Boissy-2011-a,,1 tonne live weight,Marine cages,Commercial,Atlantic salmon grown in marine cages with standard feed.,United Kingdom,Scotland,2007-2009,1 farm,,,,,,1.1,Compound,18.0,26,55,0,,861.0,372.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,71,Ayer-2007-a,,1 tonne live weight,Saltwater flow-through,,Atlantic salmon grown in flow-through system.,Canada,British Columbia,2001-2002,3 tanks,,,,,,1.2,Compound,,,,,,13400.0,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,71,Ayer-2007-a,,1 tonne live weight,Saltwater flow-through,,Atlantic salmon grown in flow-through system.,Canada,British Columbia,2001-2002,3 tanks,,,,,,1.2,Compound,,,,,,13400.0,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,71,Ayer-2007-a,,1 tonne live weight,Saltwater flow-through,,Atlantic salmon grown in flow-through system.,Canada,British Columbia,2001-2002,3 tanks,,,,,,1.2,Compound,,,,,,13400.0,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2015.0,,,,,,,1.12,Assumed compound,,30.86,69.14,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2015.0,,,,,,,1.12,Assumed compound,,30.86,69.14,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2015.0,,,,,,,1.12,Assumed compound,,30.86,69.14,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,176,Parker-2018-a,,1 kg head-on gutted product,Marine net-pen,,"Atlantic salmon reared in Tasmania, slaughtered, and distributed within Australia.",Australia,Tasmania,2013-2015,"3 farms, 20,800 tonnes/year",,,,,,1.7,Compound,5.0,27,24,37,,67.0,100.0,39,1.0,,,Rob,43902,What a fascinating study! Top notch.,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,176,Parker-2018-a,,1 kg head-on gutted product,Marine net-pen,,"Atlantic salmon reared in Tasmania, slaughtered, and distributed within Australia.",Australia,Tasmania,2013-2015,"3 farms, 20,800 tonnes/year",,,,,,1.7,Compound,5.0,27,24,37,,67.0,100.0,39,1.0,,,Rob,43902,What a fascinating study! Top notch.,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,176,Parker-2018-a,,1 kg head-on gutted product,Marine net-pen,,"Atlantic salmon reared in Tasmania, slaughtered, and distributed within Australia.",Australia,Tasmania,2013-2015,"3 farms, 20,800 tonnes/year",,,,,,1.7,Compound,5.0,27,24,37,,67.0,100.0,39,1.0,,,Rob,43902,What a fascinating study! Top notch.,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,178,Ayer-2016-a,,1 tonne live weight,Marine net-pen,,Chilean industry-average of Atlantic salmon produced in nylon net pens,Chile,,2012.0,Industry average,,,,,,1.5,Compound,,,,,,,35.0,,9.0,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,178,Ayer-2016-a,,1 tonne live weight,Marine net-pen,,Chilean industry-average of Atlantic salmon produced in nylon net pens,Chile,,2012.0,Industry average,,,,,,1.5,Compound,,,,,,,35.0,,9.0,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,178,Ayer-2016-a,,1 tonne live weight,Marine net-pen,,Chilean industry-average of Atlantic salmon produced in nylon net pens,Chile,,2012.0,Industry average,,,,,,1.5,Compound,,,,,,,35.0,,9.0,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2016.0,,,,,,,1.31,Assumed compound,,24.9,74.8,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2016.0,,,,,,,1.31,Assumed compound,,24.9,74.8,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2016.0,,,,,,,1.31,Assumed compound,,24.9,74.8,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,181,Liu-2016-a,,1 kg head-on gutted product,Marine net-pen,,Atlantic salmon produced in RAS aquaculture systems in Norway and airfreighted to the US market,Norway,,,,,,,,,1.3,Compound,,,,,,,11.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,181,Liu-2016-a,,1 kg head-on gutted product,Marine net-pen,,Atlantic salmon produced in RAS aquaculture systems in Norway and airfreighted to the US market,Norway,,,,,,,,,1.3,Compound,,,,,,,11.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,181,Liu-2016-a,,1 kg head-on gutted product,Marine net-pen,,Atlantic salmon produced in RAS aquaculture systems in Norway and airfreighted to the US market,Norway,,,,,,,,,1.3,Compound,,,,,,,11.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,,Newton and Little 2018,,"1.0 t of head-on gutted (HOG) Atlantic salmon, boxed in ice at the primary processor gate",Net pen,90-m circumference net pens,,Scotland,,2012-2014,6.0,,,,22 months,,1.19,Compound,Included in other crops,48.9,47.9,,,,,,,,,Jessica,43928,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,,Newton and Little 2018,,"1.0 t of head-on gutted (HOG) Atlantic salmon, boxed in ice at the primary processor gate",Net pen,90-m circumference net pens,,Scotland,,2012-2014,6.0,,,,22 months,,1.19,Compound,Included in other crops,48.9,47.9,,,,,,,,,Jessica,43928,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,,Newton and Little 2018,,"1.0 t of head-on gutted (HOG) Atlantic salmon, boxed in ice at the primary processor gate",Net pen,90-m circumference net pens,,Scotland,,2012-2014,6.0,,,,22 months,,1.19,Compound,Included in other crops,48.9,47.9,,,,,,,,,Jessica,43928,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,182,Liu-2016-a,,1 kg head-on gutted product,Marine net-pen,,"Atlantic salmon produced in open net pen aquaculture systems in Norway, frozen, and shipped to the US market",Norway,,,,,,,,,1.3,Compound,,,,,,,11.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,182,Liu-2016-a,,1 kg head-on gutted product,Marine net-pen,,"Atlantic salmon produced in open net pen aquaculture systems in Norway, frozen, and shipped to the US market",Norway,,,,,,,,,1.3,Compound,,,,,,,11.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,182,Liu-2016-a,,1 kg head-on gutted product,Marine net-pen,,"Atlantic salmon produced in open net pen aquaculture systems in Norway, frozen, and shipped to the US market",Norway,,,,,,,,,1.3,Compound,,,,,,,11.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,69,Ayer-2007-a,,1 tonne live weight,Marine net-pen,,Atlantic salmon grown in marine net-pens.,Canada,British Columbia,,10 net pens,,,,,,1.3,Compound,,,,,,,29.0,36,10.0,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,69,Ayer-2007-a,,1 tonne live weight,Marine net-pen,,Atlantic salmon grown in marine net-pens.,Canada,British Columbia,,10 net pens,,,,,,1.3,Compound,,,,,,,29.0,36,10.0,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,69,Ayer-2007-a,,1 tonne live weight,Marine net-pen,,Atlantic salmon grown in marine net-pens.,Canada,British Columbia,,10 net pens,,,,,,1.3,Compound,,,,,,,29.0,36,10.0,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,70,Ayer-2007-a,,1 tonne live weight,Marine floating bag,,Atlantic salmon grown in floating bag system.,Canada,British Columbia,2001-2002,6 bags,,,,,,1.2,Compound,,,,,,1492.0,12.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,70,Ayer-2007-a,,1 tonne live weight,Marine floating bag,,Atlantic salmon grown in floating bag system.,Canada,British Columbia,2001-2002,6 bags,,,,,,1.2,Compound,,,,,,1492.0,12.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,70,Ayer-2007-a,,1 tonne live weight,Marine floating bag,,Atlantic salmon grown in floating bag system.,Canada,British Columbia,2001-2002,6 bags,,,,,,1.2,Compound,,,,,,1492.0,12.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Chile,,2016.0,,,,,,,1.48,Assumed compound,,21,64,13.5,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Chile,,2016.0,,,,,,,1.48,Assumed compound,,21,64,13.5,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Chile,,2016.0,,,,,,,1.48,Assumed compound,,21,64,13.5,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,173,Wilfart-2013-a,,1 tonne live weight,Recirculating system,,Atlantic salmon produced in a recirculating system,France,Normandy,2009.0,"1 tank, 55 tonnes per year",,,,,,1,Compound,0.0,50,50,0,,4514.0,1.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,173,Wilfart-2013-a,,1 tonne live weight,Recirculating system,,Atlantic salmon produced in a recirculating system,France,Normandy,2009.0,"1 tank, 55 tonnes per year",,,,,,1,Compound,0.0,50,50,0,,4514.0,1.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,173,Wilfart-2013-a,,1 tonne live weight,Recirculating system,,Atlantic salmon produced in a recirculating system,France,Normandy,2009.0,"1 tank, 55 tonnes per year",,,,,,1,Compound,0.0,50,50,0,,4514.0,1.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,78,Buchspies-2011-a,,1 kg fillet,Marine net-pen,,"Atlantic salmon grown in net-pens, processed into fillets, packaged, sold in Swiss market.",Norway,,,,,,,,,1.1,Compound,,42,58,,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,78,Buchspies-2011-a,,1 kg fillet,Marine net-pen,,"Atlantic salmon grown in net-pens, processed into fillets, packaged, sold in Swiss market.",Norway,,,,,,,,,1.1,Compound,,42,58,,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,78,Buchspies-2011-a,,1 kg fillet,Marine net-pen,,"Atlantic salmon grown in net-pens, processed into fillets, packaged, sold in Swiss market.",Norway,,,,,,,,,1.1,Compound,,42,58,,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2016.0,,,,,,,1.31,Assumed compound,,24,72.2,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2016.0,,,,,,,1.31,Assumed compound,,24,72.2,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2016.0,,,,,,,1.31,Assumed compound,,24,72.2,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Canada,Eastern,2012.0,,,,,,,1.69,Assumed compound,,15.02,35,42,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Canada,Eastern,2012.0,,,,,,,1.69,Assumed compound,,15.02,35,42,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Canada,Eastern,2012.0,,,,,,,1.69,Assumed compound,,15.02,35,42,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Scotland,,2016.0,,,,,,,1.25,Assumed compound,,49,47,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Scotland,,2016.0,,,,,,,1.25,Assumed compound,,49,47,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Scotland,,2016.0,,,,,,,1.25,Assumed compound,,49,47,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,180,Liu-2016-a,,1 kg head-on gutted product,Land-based recirculating system,,Atlantic salmon produced in RAS systems in the United States using energy source consisting of 90% hydrower and 10% coal,United States,,,,,,,,,1.1,Compound,,,,,,5460.0,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,180,Liu-2016-a,,1 kg head-on gutted product,Land-based recirculating system,,Atlantic salmon produced in RAS systems in the United States using energy source consisting of 90% hydrower and 10% coal,United States,,,,,,,,,1.1,Compound,,,,,,5460.0,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,180,Liu-2016-a,,1 kg head-on gutted product,Land-based recirculating system,,Atlantic salmon produced in RAS systems in the United States using energy source consisting of 90% hydrower and 10% coal,United States,,,,,,,,,1.1,Compound,,,,,,5460.0,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2015.0,,,,,,,1.12,Assumed compound,,30.86,65.08,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2015.0,,,,,,,1.12,Assumed compound,,30.86,65.08,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2015.0,,,,,,,1.12,Assumed compound,,30.86,65.08,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmonidae,Salmonids nei,92,Tyedmers-2007-a,,1 tonne fillets,Unspecified,,Cultured salmon processed into fillets and transported to destination.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,Rob,43902,,,,Teleost,Carnivorous,23,,,,,,,,,SALMONIDAE,1230100000,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmonidae,Salmonids nei,92,Tyedmers-2007-a,,1 tonne fillets,Unspecified,,Cultured salmon processed into fillets and transported to destination.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,Rob,43902,,,,Teleost,Carnivorous,23,,,,,,,,,SALMONIDAE,1230100000,PISCES,SALMONIFORMES,Marine,diadromous
Salmonidae,Salmonids nei,91,dOrbcastel-2009-a,,1 tonne live weight,Flow-through,,Mixed salmonids grown in flow-through system.,France,Murgat SAS,2006.0,"1 farm, 478 tonnes/year",,,,,,1.1,Compound,,,,,,,,,,,,Rob,43902,,,,Teleost,Carnivorous,23,,,,,,,,,SALMONIDAE,1230100000,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmonidae,Salmonids nei,91,dOrbcastel-2009-a,,1 tonne live weight,Flow-through,,Mixed salmonids grown in flow-through system.,France,Murgat SAS,2006.0,"1 farm, 478 tonnes/year",,,,,,1.1,Compound,,,,,,,,,,,,Rob,43902,,,,Teleost,Carnivorous,23,,,,,,,,,SALMONIDAE,1230100000,PISCES,SALMONIFORMES,Marine,diadromous
Salvelinus alpinus,Arctic char,,SFW (company data),,,Tanks / raceway,,,USA,,2013.0,,,,,,,1.2,Assumed compound,,33,50.5,16.5,,,,,,,,Rob,43902,,,,Teleost,Carnivorous,23,28074,28074,4.39,0.51,4.27,0.76,3.46000003814697,0.68,SALMONIDAE,1230101005,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salvelinus alpinus,Arctic char,,SFW (company data),,,Tanks / raceway,,,USA,,2013.0,,,,,,,1.2,Assumed compound,,33,50.5,16.5,,,,,,,,Rob,43902,,,,Teleost,Carnivorous,23,28074,28074,4.39,0.51,4.27,0.76,3.46000003814697,0.68,SALMONIDAE,1230101005,PISCES,SALMONIFORMES,Marine,diadromous
